system:index,glrip_id,Hylak_id,LANDSAT_SCENE_ID,doy,RFSnowIce,FmaskSnowIce,cloud
0000000000000000003f_1_1_LT05_027025_19860821,WRS351,7920,LT50270251986233XXX02,232,4.255526794498893E-5,0.0,0.2127203206391094
0000000000000000003f_1_1_LT05_027025_19870605,WRS351,7920,LT50270251987156XXX02,155,4.6457351481282055E-4,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19870925,WRS351,7920,LT50270251987268XXX01,267,5.725441533677897E-4,8.281268242131956E-5,0.541495944585908
0000000000000000003f_1_1_LT05_027025_19880319,WRS351,7920,LT50270251988079PAC03,78,0.9998694131498426,0.9978700346658206,0.0
0000000000000000003f_1_1_LT05_027025_19880506,WRS351,7920,LT50270251988127PAC02,126,0.004890895381649815,0.0,0.014870893977921086
0000000000000000003f_1_1_LT05_027025_19880522,WRS351,7920,LT50270251988143PAC02,142,1.898497536494699E-5,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19880725,WRS351,7920,LT50270251988207XXX01,206,9.719477055237296E-5,0.0,0.23323719738879836
0000000000000000003f_1_1_LT05_027025_19880810,WRS351,7920,LT50270251988223PAC02,222,0.0,0.0,0.14040625167049117
0000000000000000003f_1_1_LT05_027025_19890306,WRS351,7920,LT50270251989065XXX01,64,0.9997332424834015,0.9990829884644312,0.0
0000000000000000003f_1_1_LT05_027025_19890610,WRS351,7920,LT50270251989161XXX01,160,0.0,0.0,0.01236420717179403
0000000000000000003f_1_1_LT05_027025_19890728,WRS351,7920,LT50270251989209XXX01,208,3.810140184374414E-5,0.0,0.017128170323371394
0000000000000000003f_1_1_LT05_027025_19891219,WRS351,7920,LT50270251989353XXX01,352,0.9998483445422992,0.996303116958421,0.3382381823739903
0000000000000000003f_1_1_LT05_027025_19900512,WRS351,7920,LT50270251990132PAC02,131,9.306360473013232E-6,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19900528,WRS351,7920,LT50270251990148PAC02,147,0.0,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19900613,WRS351,7920,LT50270251990164PAC04,163,0.003241151022189613,2.371955469029261E-4,0.6192638385952471
0000000000000000003f_1_1_LT05_027025_19910123,WRS351,7920,LT50270251991023XXX01,22,1.0,0.9994877779195654,0.0
0000000000000000003f_1_1_LT05_027025_19910224,WRS351,7920,LT50270251991055XXX01,54,0.9993033244069596,0.9984633820502381,1.6237737753313486E-4
0000000000000000003f_1_1_LT05_027025_19910413,WRS351,7920,LT50270251991103PAC00,102,0.938045398954037,0.931930044159825,0.006457944110317131
0000000000000000003f_1_1_LT05_027025_19910616,WRS351,7920,LT50270251991167PAC03,166,5.0471089118279344E-5,0.0,0.12820442187623032
0000000000000000003f_1_1_LT05_027025_19910819,WRS351,7920,LT50270251991231XXX02,230,7.422753113275353E-5,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19910920,WRS351,7920,LT50270251991263PAC03,262,3.4397115857953307E-4,0.0,0.09785667817726938
0000000000000000003f_1_1_LT05_027025_19920126,WRS351,7920,LT50270251992026AAA02,25,1.0,0.9998992679542399,0.0
0000000000000000003f_1_1_LT05_027025_19920211,WRS351,7920,LT50270251992042XXX02,41,1.0,0.9999810132223175,9.492487682473496E-5
0000000000000000003f_1_1_LT05_027025_19920227,WRS351,7920,LT50270251992058XXX02,57,1.0,1.0,0.18567581375188158
0000000000000000003f_1_1_LT05_027025_19920314,WRS351,7920,LT50270251992074XXX02,73,1.0,1.0,3.725522224556655E-4
0000000000000000003f_1_1_LT05_027025_19920821,WRS351,7920,LT50270251992234AAA02,233,1.9352607467875183E-5,0.0,0.01899651525193353
0000000000000000003f_1_1_LT05_027025_19921008,WRS351,7920,LT50270251992282PAC03,281,1.5485783827094015E-5,2.2335265135231756E-6,0.0
0000000000000000003f_1_1_LT05_027025_19921227,WRS351,7920,LT50270251992362XXX02,361,1.0,1.0,0.0
0000000000000000003f_1_1_LT05_027025_19930128,WRS351,7920,LT50270251993028XXX02,27,1.0,0.9999264397337416,3.796995072989398E-5
0000000000000000003f_1_1_LT05_027025_19930213,WRS351,7920,LT50270251993044XXX02,43,0.9999618961719998,0.9957920672611756,0.0035134861075395256
0000000000000000003f_1_1_LT05_027025_19930301,WRS351,7920,LT50270251993060XXX02,59,0.9990820950538256,0.9944949527512353,0.0
0000000000000000003f_1_1_LT05_027025_19930317,WRS351,7920,LT50270251993076PAC03,75,0.9999760268154215,0.9992619683890481,0.0
0000000000000000003f_1_1_LT05_027025_19930402,WRS351,7920,LT50270251993092XXX02,91,0.9903910711352866,0.9541876909758231,0.0
0000000000000000003f_1_1_LT05_027025_19930504,WRS351,7920,LT50270251993124PAC03,123,0.014231126418580084,1.5189001435583946E-5,6.72291480570476E-5
0000000000000000003f_1_1_LT05_027025_19930621,WRS351,7920,LT50270251993172PAC04,171,0.003378008880014074,0.0,2.8961393792017176E-5
0000000000000000003f_1_1_LT05_027025_19930707,WRS351,7920,LT50270251993188PAC03,187,0.002259426345261553,0.0,0.060791007881817044
0000000000000000003f_1_1_LT05_027025_19930808,WRS351,7920,LT50270251993220PAC03,219,4.249014201243985E-4,0.0,0.10533080240035579
0000000000000000003f_1_1_LT05_027025_19940115,WRS351,7920,LT50270251994015XXX02,14,1.0,0.9999359930164295,0.12529756156976354
0000000000000000003f_1_1_LT05_027025_19940131,WRS351,7920,LT50270251994031XXX02,30,0.9994862677669789,0.994990258565573,0.8471077395118414
0000000000000000003f_1_1_LT05_027025_19940421,WRS351,7920,LT50270251994111PAC03,110,0.85944788155289,0.6082084536590433,0.0013720553372572875
0000000000000000003f_1_1_LT05_027025_19940507,WRS351,7920,LT50270251994127PAC03,126,0.08421273703907099,0.008209646338171056,3.2006434938787107E-4
0000000000000000003f_1_1_LT05_027025_19940608,WRS351,7920,LT50270251994159PAC00,158,0.001466384607011749,0.0,0.0
0000000000000000003f_1_1_LT05_027025_19940811,WRS351,7920,LT50270251994223XXX01,222,0.0014872308544712986,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19840416,WRS351,7920,LT50280251984107XXX01,106,0.9066808626226496,0.5568394604211631,0.01109452179973988
0000000000000000003f_1_1_LT05_028025_19840502,WRS351,7920,LT50280251984123PAC00,122,0.003289835652652069,3.3130643283927106E-5,0.0
0000000000000000003f_1_1_LT05_028025_19840603,WRS351,7920,LT50280251984155PAC02,154,6.4268629340405E-5,2.6954770529281703E-5,0.29567289974428934
0000000000000000003f_1_1_LT05_028025_19840619,WRS351,7920,LT50280251984171XXX02,170,,,1.0
0000000000000000003f_1_1_LT05_028025_19840806,WRS351,7920,LT50280251984219PAC00,218,0.001133077487337425,0.0,0.043506267349847645
0000000000000000003f_1_1_LT05_028025_19841009,WRS351,7920,LT50280251984283XXX01,282,0.19289660729360422,0.012570293615064175,0.9380005053725994
0000000000000000003f_1_1_LT05_028025_19841212,WRS351,7920,LT50280251984347XXX01,346,0.9863726237711734,0.9784638540425241,1.898497536494699E-5
0000000000000000003f_1_1_LT05_028025_19850214,WRS351,7920,LT50280251985045PAC00,44,0.9996274477775442,0.9979306376852211,0.0
0000000000000000003f_1_1_LT05_028025_19850318,WRS351,7920,LT50280251985077PAC00,76,0.9978663865725151,0.9868891993656184,0.0
0000000000000000003f_1_1_LT05_028025_19850419,WRS351,7920,LT50280251985109XXX01,108,0.9199795763891981,0.8494049222437332,0.010802153179119697
0000000000000000003f_1_1_LT05_028025_19850521,WRS351,7920,LT50280251985141PAC00,140,0.0,7.156924408564367E-5,0.20419830022676153
0000000000000000003f_1_1_LT05_028025_19850825,WRS351,7920,LT50280251985237PAC00,236,0.0,0.0,0.060021557997908224
0000000000000000003f_1_1_LT05_028025_19850910,WRS351,7920,LT50280251985253XXX01,252,0.0,0.0,0.005699438506324655
0000000000000000003f_1_1_LT05_028025_19850926,WRS351,7920,LT50280251985269PAC02,268,0.0,0.0,0.026646492462517973
0000000000000000003f_1_1_LT05_028025_19851028,WRS351,7920,LT50280251985301PAC02,300,3.5801658810191396E-5,0.0,0.0018221109297322064
0000000000000000003f_1_1_LT05_028025_19851129,WRS351,7920,LT50280251985333PAC02,332,0.9997901622057371,0.9911472389535549,0.0047801934442423
0000000000000000003f_1_1_LT05_028025_19870308,WRS351,7920,LT50280251987067XXX01,66,0.9862728560833505,0.9750285151018562,0.016528617356257984
0000000000000000003f_1_1_LT05_028025_19870409,WRS351,7920,LT50280251987099PAC02,98,0.8570355125138023,0.2017752415720568,0.030886246941371504
0000000000000000003f_1_1_LT05_028025_19870628,WRS351,7920,LT50280251987179XXX01,178,4.673856065989667E-4,0.0,0.1821938203681826
0000000000000000003f_1_1_LT05_028025_19870730,WRS351,7920,LT50280251987211AAA01,210,5.434914516239727E-4,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19870815,WRS351,7920,LT50280251987227XXX01,226,0.004307670553292963,0.0,0.5219258597253015
0000000000000000003f_1_1_LT05_028025_19870831,WRS351,7920,LT50280251987243XXX01,242,3.3480562437712404E-4,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19880106,WRS351,7920,LT50280251988006XXX01,5,0.9992129128797415,0.9928639670472849,0.001125399559280544
0000000000000000003f_1_1_LT05_028025_19880411,WRS351,7920,LT50280251988102PAC03,101,0.9775035487013747,0.9702571697317834,0.0
0000000000000000003f_1_1_LT05_028025_19880427,WRS351,7920,LT50280251988118PAC02,117,0.9780745214179121,0.9718276974646126,0.13999476163581628
0000000000000000003f_1_1_LT05_028025_19880513,WRS351,7920,LT50280251988134PAC03,133,4.8839779762373436E-5,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19880529,WRS351,7920,LT50280251988150PAC02,149,0.0,0.0035411748368282194,0.9946387918587065
0000000000000000003f_1_1_LT05_028025_19880630,WRS351,7920,LT50280251988182XXX02,181,0.0,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19890108,WRS351,7920,LT50280251989008XXX01,7,1.0,1.0,4.6308449713713844E-5
0000000000000000003f_1_1_LT05_028025_19890124,WRS351,7920,LT50280251989024XXX01,23,0.9997713836183629,0.9979322504661505,2.2819195879828443E-4
0000000000000000003f_1_1_LT05_028025_19890209,WRS351,7920,LT50280251989040XXX01,39,0.9999807017963785,0.999743812606963,0.004657200584230958
0000000000000000003f_1_1_LT05_028025_19890516,WRS351,7920,LT50280251989136XXX01,135,0.0034708209565549597,0.0,0.19343932856023693
0000000000000000003f_1_1_LT05_028025_19890617,WRS351,7920,LT50280251989168XXX01,167,0.0,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19890703,WRS351,7920,LT50280251989184PAC02,183,0.0,0.0,0.7032494981638168
0000000000000000003f_1_1_LT05_028025_19890719,WRS351,7920,LT50280251989200XXX02,199,0.005602380387282715,0.0,0.02223736222305567
0000000000000000003f_1_1_LT05_028025_19890804,WRS351,7920,LT50280251989216AAA02,215,3.097156765418803E-5,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19890905,WRS351,7920,LT50280251989248XXX01,247,1.898497536494699E-5,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19891007,WRS351,7920,LT50280251989280XXX01,279,5.509365400023833E-4,6.253874237864892E-6,0.0
0000000000000000003f_1_1_LT05_028025_19891210,WRS351,7920,LT50280251989344XXX01,343,0.9999240554225657,0.9993950493219078,6.157088088945554E-5
0000000000000000003f_1_1_LT05_028025_19900519,WRS351,7920,LT50280251990139PAC04,138,0.0,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19900807,WRS351,7920,LT50280251990219PAC03,218,8.561851635172173E-6,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19901010,WRS351,7920,LT50280251990283PAC03,282,4.324107330180868E-4,1.5560234710878124E-5,0.0
0000000000000000003f_1_1_LT05_028025_19901111,WRS351,7920,LT50280251990315XXX02,314,0.07333155994948241,0.02920153485071037,0.19897609188549292
0000000000000000003f_1_1_LT05_028025_19901213,WRS351,7920,LT50280251990347XXX01,346,0.9967431902859635,0.9857006105331816,0.11360095547286159
0000000000000000003f_1_1_LT05_028025_19901229,WRS351,7920,LT50280251990363XXX01,362,1.0,1.0,0.22001628389730019
0000000000000000003f_1_1_LT05_028025_19910215,WRS351,7920,LT50280251991046XXX02,45,0.9988194323358347,0.9956658418005075,0.0
0000000000000000003f_1_1_LT05_028025_19910319,WRS351,7920,LT50280251991078PAC03,77,0.993382358743966,0.9871782921473522,0.0
0000000000000000003f_1_1_LT05_028025_19910404,WRS351,7920,LT50280251991094PAC02,93,0.9759348856637766,0.9385085477686766,4.6025536355334223E-4
0000000000000000003f_1_1_LT05_028025_19910420,WRS351,7920,LT50280251991110PAC03,109,0.8855146550771349,0.7694442244240878,0.0487711360475245
0000000000000000003f_1_1_LT05_028025_19910623,WRS351,7920,LT50280251991174PAC03,173,0.0,0.0898077058533493,0.998943020802917
0000000000000000003f_1_1_LT05_028025_19911130,WRS351,7920,LT50280251991334XXX02,333,1.0,0.9973211676081981,0.013957381633890107
0000000000000000003f_1_1_LT05_028025_19920321,WRS351,7920,LT50280251992081AAA02,80,0.9999970939354081,1.0,8.534304808172054E-4
0000000000000000003f_1_1_LT05_028025_19921015,WRS351,7920,LT50280251992289PAC08,288,0.1550205085524681,0.00823722486460677,0.14104987956080473
0000000000000000003f_1_1_LT05_028025_19930119,WRS351,7920,LT50280251993019XXX02,18,0.9999833974529161,0.9972037737068364,0.0
0000000000000000003f_1_1_LT05_028025_19930204,WRS351,7920,LT50280251993035XXX02,34,0.9959996036159685,0.9850857158130496,1.898497536494699E-5
0000000000000000003f_1_1_LT05_028025_19930220,WRS351,7920,LT50280251993051XXX02,50,1.0,0.9994304059150819,7.869458415979988E-5
0000000000000000003f_1_1_LT05_028025_19930324,WRS351,7920,LT50280251993083PAC03,82,0.9979674522848253,0.9891228916319261,1.898497536494699E-5
0000000000000000003f_1_1_LT05_028025_19930425,WRS351,7920,LT50280251993115XXX02,114,0.6410838795874888,0.632251191009226,0.4828797959211919
0000000000000000003f_1_1_LT05_028025_19930511,WRS351,7920,LT50280251993131PAC03,130,0.0,0.0,0.0
0000000000000000003f_1_1_LT05_028025_19930612,WRS351,7920,LT50280251993163PAC03,162,2.1494919085964507E-4,0.0,0.008010542840750869
0000000000000000003f_1_1_LT05_028025_19930730,WRS351,7920,LT50280251993211PAC05,210,3.451166870133966E-5,0.0,0.19749667837381932
0000000000000000003f_1_1_LT05_028025_19940207,WRS351,7920,LT50280251994038XXX02,37,1.0,0.9994605977610341,1.4838061138172296E-4
0000000000000000003f_1_1_LT05_028025_19940412,WRS351,7920,LT50280251994102PAC03,101,0.9624449895462505,0.9258739049986074,0.0010420890203261303
0000000000000000003f_1_1_LT05_028025_19940615,WRS351,7920,LT50280251994166XXX02,165,0.0026169693783575,1.90528819837591E-5,0.0035641127085127154
0000000000000000003f_1_1_LT05_028025_19940903,WRS351,7920,LT50280251994246AAA02,245,4.397143350191801E-5,0.0,0.012884916652980062
0000000000000000003f_1_1_LT05_028025_19940919,WRS351,7920,LT50280251994262XXX02,261,5.169393285120123E-4,1.2983806206236364E-5,0.3520428652452395
00000000000000000043_1_1_LT05_040022_19840623,WRS361,536,LT50400221984175PAC03,174,0.003848313512412103,1.5669279155397608E-5,0.34436611132534584
00000000000000000043_1_1_LT05_040022_19840725,WRS361,536,LT50400221984207PAC00,206,0.0,0.0,0.0
00000000000000000043_1_1_LT05_040022_19840826,WRS361,536,LT50400221984239PAC00,238,7.560241200697792E-4,0.0012080917396920664,0.7499697340217371
00000000000000000043_1_1_LT05_040022_19840927,WRS361,536,LT50400221984271PAC00,270,1.3615588725873526E-4,1.8556456879918765E-5,2.0546620850763994E-6
00000000000000000043_1_1_LT05_040022_19850202,WRS361,536,LT50400221985033PAC00,32,0.9999987972814309,0.9998521029095981,0.13577680033339343
00000000000000000043_1_1_LT05_040022_19850306,WRS361,536,LT50400221985065PAC00,64,1.0,0.9999851339151428,2.4172495118545873E-8
00000000000000000043_1_1_LT05_040022_19850407,WRS361,536,LT50400221985097PAC02,96,0.9996808048543198,0.9994438079586823,1.431495160920287E-4
00000000000000000043_1_1_LT05_040022_19850914,WRS361,536,LT50400221985257PAC02,256,0.006034263112604467,1.0442073676443065E-4,0.18877721975035566
00000000000000000043_1_1_LT05_040022_19850930,WRS361,536,LT50400221985273PAC00,272,0.00617563095954802,1.372006941555261E-5,0.01278525971561267
00000000000000000043_1_1_LT05_040022_19851117,WRS361,536,LT50400221985321PAC02,320,0.9648384633685512,0.9004260256704532,0.07138387590956134
00000000000000000043_1_1_LT05_040022_19860120,WRS361,536,LT50400221986020PAC01,19,0.9999648704636219,0.9993602014138837,0.10111719712764043
00000000000000000043_1_1_LT05_040022_19860221,WRS361,536,LT50400221986052PAC02,51,0.9998646393071075,0.9993499916904913,0.4647410276915345
00000000000000000043_1_1_LT05_040022_19860325,WRS361,536,LT50400221986084PAC00,83,0.99999474647762,0.9999021894046463,6.3654237145504125E-6
00000000000000000043_1_1_LT05_040022_19860512,WRS361,536,LT50400221986132XXX03,131,0.8078423495897257,0.5504923399642306,0.0015912028361685193
00000000000000000043_1_1_LT05_040022_19860613,WRS361,536,LT50400221986164PAC00,163,7.461844061160901E-4,2.980829981799145E-5,0.034991282068772965
00000000000000000043_1_1_LT05_040022_19870328,WRS361,536,LT50400221987087PAC00,86,0.9999990250426969,0.9999800174040353,0.0
00000000000000000043_1_1_LT05_040022_19870515,WRS361,536,LT50400221987135PAC08,134,0.0027953723571596902,8.692316710422388E-6,0.05449276480559477
00000000000000000043_1_1_LT05_040022_19870702,WRS361,536,LT50400221987183XXX01,182,2.3080745077247E-5,2.1435593654957275E-5,0.005761933201420796
00000000000000000043_1_1_LT05_040022_19880330,WRS361,536,LT50400221988090PAC02,89,0.9999918538689481,0.9999914993390111,2.4172495118545873E-8
00000000000000000043_1_1_LT05_040022_19880501,WRS361,536,LT50400221988122PAC00,121,0.8035844892765516,0.21454344189414443,0.0511446244492266
00000000000000000043_1_1_LT05_040022_19880720,WRS361,536,LT50400221988202AAA02,201,1.2951998346657648E-5,0.0,2.7783060139419347E-4
00000000000000000043_1_1_LT05_040022_19880805,WRS361,536,LT50400221988218XXX01,217,3.128564544327269E-5,2.0857096962181794E-6,0.01488587371390943
00000000000000000043_1_1_LT05_040022_19890317,WRS361,536,LT50400221989076PAC00,75,1.0,1.0,0.8214059836707222
00000000000000000043_1_1_LT05_040022_19890418,WRS361,536,LT50400221989108XXX02,107,0.9982899755998431,0.9981881836724535,0.07315588900921677
00000000000000000043_1_1_LT05_040022_19890621,WRS361,536,LT50400221989172XXX02,171,0.002145219862851799,9.026472535802525E-5,0.5359995128114172
00000000000000000043_1_1_LT05_040022_19890707,WRS361,536,LT50400221989188PAC00,187,2.552665422998893E-4,2.2500161868811537E-6,0.08682342062416118
00000000000000000043_1_1_LT05_040022_19890723,WRS361,536,LT50400221989204PAC02,203,6.284131267777618E-5,0.0,0.17490580925408372
00000000000000000043_1_1_LT05_040022_19890808,WRS361,536,LT50400221989220PAC02,219,3.215271792808465E-4,0.0,0.042629581031275794
00000000000000000043_1_1_LT05_040022_19900624,WRS361,536,LT50400221990175PAC02,174,2.0546620850763994E-6,0.0,0.0
00000000000000000043_1_1_LT05_040022_19900710,WRS361,536,LT50400221990191PAC00,190,1.9136131920004666E-4,1.780159411297327E-5,0.30747929470686186
00000000000000000043_1_1_LT05_040022_19900827,WRS361,536,LT50400221990239PAC03,238,3.553556376317266E-4,8.290358189070727E-6,0.00864978896323998
00000000000000000043_1_1_LT05_040022_19910102,WRS361,536,LT50400221991002PAC00,1,1.0,1.0,0.27188200818546737
00000000000000000043_1_1_LT05_040022_19910424,WRS361,536,LT50400221991114PAC03,113,0.8634321276293513,0.2566654499456496,0.01923654413282417
00000000000000000043_1_1_LT05_040022_19910627,WRS361,536,LT50400221991178PAC02,177,1.5735398356337855E-4,0.0,0.0013256276897994287
00000000000000000043_1_1_LT05_040022_19910713,WRS361,536,LT50400221991194PAC02,193,5.621716614736485E-5,0.0,0.0
00000000000000000043_1_1_LT05_040022_19910729,WRS361,536,LT50400221991210XXX02,209,4.517043875795302E-5,0.0,0.0030347358996578415
00000000000000000043_1_1_LT05_040022_19910830,WRS361,536,LT50400221991242PAC03,241,3.943903728558217E-4,0.0,0.0
00000000000000000043_1_1_LT05_040022_19920426,WRS361,536,LT50400221992117PAC00,116,0.6203229903333953,0.1242335554945272,0.20210666679107434
00000000000000000043_1_1_LT05_040022_19920731,WRS361,536,LT50400221992213XXX04,212,0.007523132942676422,3.0374638709306494E-5,0.18827199042988346
00000000000000000043_1_1_LT05_040022_19921003,WRS361,536,LT50400221992277PAC03,276,0.01773210155069053,6.445186841162058E-4,0.24027931511489417
00000000000000000043_1_1_LT05_040022_19930224,WRS361,536,LT50400221993055PAC03,54,1.0,0.9999925084153518,8.234118737181467E-4
00000000000000000043_1_1_LT05_040022_19930312,WRS361,536,LT50400221993071PAC03,70,0.9996342859856903,0.9985236442150242,0.0038343700956777103
00000000000000000043_1_1_LT05_040022_19930429,WRS361,536,LT50400221993119PAC03,118,0.486169441700644,0.04992882415755158,0.04400767109298082
00000000000000000043_1_1_LT05_040022_19930515,WRS361,536,LT50400221993135PAC03,134,0.0020919441300475696,1.620604647731044E-4,0.0
00000000000000000043_1_1_LT05_040022_19930616,WRS361,536,LT50400221993167PAC03,166,0.019759023060464922,3.722113705172977E-5,0.33758216503031263
00000000000000000043_1_1_LT05_040022_19930819,WRS361,536,LT50400221993231XXX02,230,0.001024726699391747,0.0,0.045195201318168
00000000000000000043_1_1_LT05_040022_19940315,WRS361,536,LT50400221994074PAC03,73,0.9999989884252543,0.9999844541193071,0.004337246626625569
00000000000000000043_1_1_LT05_040022_19940416,WRS361,536,LT50400221994106PAC03,105,0.9938863826498158,0.9692060012662959,0.026339172546001634
00000000000000000043_1_1_LT05_040022_19940502,WRS361,536,LT50400221994122PAC03,121,0.8591737762012088,0.7211310791822186,0.009503150558410008
00000000000000000043_1_1_LT05_040022_19940721,WRS361,536,LT50400221994202PAC00,201,0.0,0.0,0.0
00000000000000000043_1_1_LT05_041022_19840614,WRS361,536,LT50410221984166XXX01,165,3.9884616945600685E-5,0.0,0.0
00000000000000000043_1_1_LT05_041022_19840801,WRS361,536,LT50410221984214PAC00,213,4.9351781133449674E-5,0.0,0.001134834185828746
00000000000000000043_1_1_LT05_041022_19840817,WRS361,536,LT50410221984230PAC00,229,1.4996918908758997E-4,0.0010443997707432694,0.4852349847329326
00000000000000000043_1_1_LT05_041022_19841105,WRS361,536,LT50410221984310PAC00,309,0.8305315953580532,0.8287220248308773,3.8372224501017E-4
00000000000000000043_1_1_LT05_041022_19841223,WRS361,536,LT50410221984358PAC00,357,0.9999998705169897,1.0,0.004348341801884974
00000000000000000043_1_1_LT05_041022_19850313,WRS361,536,LT50410221985072PAC00,71,0.9999757496304793,0.9998577501853768,0.011517839394058703
00000000000000000043_1_1_LT05_041022_19850414,WRS361,536,LT50410221985104PAC00,103,0.9916524699842237,0.926576418744121,0.13521514435181559
00000000000000000043_1_1_LT05_041022_19850430,WRS361,536,LT50410221985120PAC00,119,0.9723703392439368,0.9096348392060434,0.037372877150327666
00000000000000000043_1_1_LT05_041022_19850516,WRS361,536,LT50410221985136PAC00,135,0.10472100555211203,0.02183577077887584,6.574918672244478E-6
00000000000000000043_1_1_LT05_041022_19850703,WRS361,536,LT50410221985184PAC00,183,2.1403752914176291E-4,0.0,0.011661351497577516
00000000000000000043_1_1_LT05_041022_19851124,WRS361,536,LT50410221985328PAC02,327,0.9999979936829051,0.9998499290928057,0.0
00000000000000000043_1_1_LT05_041022_19860519,WRS361,536,LT50410221986139XXX01,138,0.016997321681035585,0.0020082492588652866,9.621136507083631E-4
00000000000000000043_1_1_LT05_041022_19860620,WRS361,536,LT50410221986171XXX01,170,3.5888903502505055E-4,0.0,0.0
00000000000000000043_1_1_LT05_041022_19860924,WRS361,536,LT50410221986267PAC00,266,5.0157927370982694E-5,2.3092790336584157E-5,0.0
00000000000000000043_1_1_LT05_041022_19870420,WRS361,536,LT50410221987110PAC02,109,0.9954271119031577,0.95806609128577,0.04083644922838531
00000000000000000043_1_1_LT05_041022_19870506,WRS361,536,LT50410221987126PAC04,125,7.041479657327217E-5,9.42731571011883E-7,4.5202565871680775E-6
00000000000000000043_1_1_LT05_041022_19870623,WRS361,536,LT50410221987174XXX01,173,4.598080211369162E-4,1.4556004890018452E-5,0.15306620163942875
00000000000000000043_1_1_LT05_041022_19870725,WRS361,536,LT50410221987206XXX01,205,3.223695645514392E-5,0.0,0.02496064737938442
00000000000000000043_1_1_LT05_041022_19870911,WRS361,536,LT50410221987254PAC03,253,1.9112386140396936E-5,0.0,0.0
00000000000000000043_1_1_LT05_041022_19870927,WRS361,536,LT50410221987270PAC00,269,2.0296838401205686E-5,1.974087101347913E-6,0.0
00000000000000000043_1_1_LT05_041022_19880406,WRS361,536,LT50410221988097PAC02,96,0.9999033308212669,0.9998895421700468,0.024123384665963418
00000000000000000043_1_1_LT05_041022_19880422,WRS361,536,LT50410221988113PAC02,112,0.9960292338556563,0.9957564545307899,0.022895196303986756
00000000000000000043_1_1_LT05_041022_19880508,WRS361,536,LT50410221988129PAC02,128,0.14928524724628392,0.04712358703653891,0.021980162616270983
00000000000000000043_1_1_LT05_041022_19880625,WRS361,536,LT50410221988177PAC02,176,2.50100305196026E-5,0.0,0.004492619367749207
00000000000000000043_1_1_LT05_041022_19880812,WRS361,536,LT50410221988225PAC03,224,2.092475725619908E-6,0.0,0.018071244545647677
00000000000000000043_1_1_LT05_041022_19880828,WRS361,536,LT50410221988241PAC02,240,0.0034087710775099578,2.6185830206890376E-4,0.6751255654359548
00000000000000000043_1_1_LT05_041022_19880913,WRS361,536,LT50410221988257XXX01,256,0.0,0.0,0.005404913506018247
00000000000000000043_1_1_LT05_041022_19890425,WRS361,536,LT50410221989115XXX01,114,0.9979880855914827,0.9978257858700289,0.012445885941646638
00000000000000000043_1_1_LT05_041022_19890527,WRS361,536,LT50410221989147XXX01,146,1.5889737629639914E-4,1.3339972000915845E-5,0.22988515832891607
00000000000000000043_1_1_LT05_041022_19890612,WRS361,536,LT50410221989163PAC02,162,7.912463402137348E-6,0.0,0.0
00000000000000000043_1_1_LT05_041022_19890628,WRS361,536,LT50410221989179XXX02,178,0.002332446136422192,4.2952508275081737E-4,0.607240996609734
00000000000000000043_1_1_LT05_041022_19890714,WRS361,536,LT50410221989195PAC03,194,1.5308648401251486E-4,0.0,0.3399215629928892
00000000000000000043_1_1_LT05_041022_19890815,WRS361,536,LT50410221989227XXX01,226,4.2223214016960294E-5,0.0,0.005007138983845828
00000000000000000043_1_1_LT05_041022_19891002,WRS361,536,LT50410221989275XXX01,274,0.001748992826804014,0.001861185434147558,0.0
00000000000000000043_1_1_LT05_041022_19891018,WRS361,536,LT50410221989291PAC02,290,1.2134073729465063E-4,1.4628327544716769E-6,0.025057917499741462
00000000000000000043_1_1_LT05_041022_19900615,WRS361,536,LT50410221990166XXX03,165,1.8089083847045164E-5,0.0,0.0
00000000000000000043_1_1_LT05_041022_19900903,WRS361,536,LT50410221990246PAC00,245,4.0536320588033725E-4,2.1413724579529606E-5,0.42429573777915763
00000000000000000043_1_1_LT05_041022_19910314,WRS361,536,LT50410221991073PAC00,72,1.0,0.9999965290914484,0.004103176298894312
00000000000000000043_1_1_LT05_041022_19910330,WRS361,536,LT50410221991089PAC03,88,0.9999588162720249,0.9998430421685849,0.004349260356699484
00000000000000000043_1_1_LT05_041022_19910517,WRS361,536,LT50410221991137PAC03,136,4.007948384807224E-4,6.760032882920731E-6,0.08817214916179567
00000000000000000043_1_1_LT05_041022_19910704,WRS361,536,LT50410221991185PAC02,184,6.598345497512562E-4,4.052614752998362E-5,0.39160402545850315
